date,home_team,away_team,home_team_continent,away_team_continent,home_team_score,away_team_score,tournament,neutral_location,shoot_out,home_team_result
8/20/2008,Bosnia and Herzegovina,Bulgaria,Europe,Europe,1,2,Friendly,FALSE,No,Lose
8/20/2008,Canada,Jamaica,North America,North America,1,1,FIFA World Cup qualification,FALSE,No,Draw
8/20/2008,Colombia,Ecuador,South America,South America,0,1,Friendly,TRUE,No,Lose
8/20/2008,Congo DR,Togo,Africa,Africa,2,1,Friendly,TRUE,No,Win
8/20/2008,Costa Rica,El Salvador,North America,North America,1,0,FIFA World Cup qualification,FALSE,No,Win
8/20/2008,Cuba,Trinidad and Tobago,North America,South America,1,3,FIFA World Cup qualification,FALSE,No,Lose
8/20/2008,Denmark,Spain,Europe,Europe,0,3,Friendly,FALSE,No,Lose
8/20/2008,England,Czech Republic,Europe,Europe,2,2,Friendly,FALSE,No,Draw
8/20/2008,Estonia,Malta,Europe,Europe,2,1,Friendly,FALSE,No,Win
8/20/2008,Finland,Israel,Europe,Europe,2,0,Friendly,FALSE,No,Win
8/20/2008,Germany,Belgium,Europe,Europe,2,0,Friendly,FALSE,No,Win
8/20/2008,Guatemala,USA,North America,North America,0,1,FIFA World Cup qualification,FALSE,No,Lose
8/20/2008,Guinea,Côte d'Ivoire,Africa,Africa,1,2,Friendly,TRUE,No,Lose
8/20/2008,Haiti,Suriname,North America,South America,2,2,FIFA World Cup qualification,FALSE,No,Draw
8/20/2008,Hungary,Montenegro,Europe,Europe,3,3,Friendly,FALSE,No,Draw
8/20/2008,Iceland,Azerbaijan,Europe,Europe,1,1,Friendly,FALSE,No,Draw
8/20/2008,Italy,Austria,Europe,Europe,2,2,Friendly,TRUE,No,Draw
8/20/2008,Japan,Uruguay,Asia,South America,1,3,Friendly,FALSE,No,Lose
8/20/2008,Kazakhstan,Andorra,Europe,Europe,3,0,FIFA World Cup qualification,FALSE,No,Win
8/20/2008,Libya,Senegal,Africa,Africa,0,0,Friendly,FALSE,No,Draw
8/20/2008,Lithuania,Moldova,Europe,Europe,3,0,Friendly,FALSE,No,Win
8/20/2008,Luxembourg,North Macedonia,Europe,Europe,1,4,Friendly,FALSE,No,Lose
8/20/2008,Mexico,Honduras,North America,North America,2,1,FIFA World Cup qualification,FALSE,No,Win
8/20/2008,Morocco,Benin,Africa,Africa,3,1,Friendly,FALSE,No,Win
8/20/2008,Mozambique,Eswatini,Africa,Africa,3,0,Friendly,FALSE,No,Win
8/20/2008,Norway,Republic of Ireland,Europe,Europe,1,1,Friendly,FALSE,No,Draw
8/20/2008,Oman,Uzbekistan,Asia,Asia,2,0,Friendly,FALSE,No,Win
8/20/2008,Portugal,Faroe Islands,Europe,Europe,5,0,Friendly,FALSE,No,Win
8/20/2008,Qatar,Tajikistan,Asia,Asia,5,0,Friendly,FALSE,No,Win
8/20/2008,Romania,Latvia,Europe,Europe,1,0,Friendly,FALSE,No,Win
8/20/2008,Russia,Netherlands,Europe,Europe,1,1,Friendly,FALSE,No,Draw
8/20/2008,Saudi Arabia,Paraguay,Asia,South America,1,1,Friendly,TRUE,No,Draw
8/20/2008,Scotland,Northern Ireland,Europe,Europe,0,0,Friendly,FALSE,No,Draw
8/20/2008,Slovakia,Greece,Europe,Europe,0,2,Friendly,FALSE,No,Lose
8/20/2008,Slovenia,Croatia,Europe,Europe,2,3,Friendly,FALSE,No,Lose
8/20/2008,Sudan,Egypt,Africa,Africa,4,0,Friendly,FALSE,No,Win
8/20/2008,Sweden,France,Europe,Europe,2,3,Friendly,FALSE,No,Lose
8/20/2008,Switzerland,Cyprus,Europe,Europe,4,1,Friendly,FALSE,No,Win
8/20/2008,Tanzania,Ghana,Africa,Africa,1,1,Friendly,FALSE,No,Draw
8/20/2008,Tunisia,Angola,Africa,Africa,1,1,Friendly,FALSE,No,Draw
8/20/2008,Turkey,Chile,Europe,South America,1,0,Friendly,FALSE,No,Win
8/20/2008,Ukraine,Poland,Europe,Europe,1,0,Friendly,FALSE,No,Win
8/20/2008,Venezuela,Syria,South America,Asia,4,1,Friendly,FALSE,No,Win
8/20/2008,Wales,Georgia,Europe,Europe,1,2,Friendly,FALSE,No,Lose
8/20/2008,Zimbabwe,Botswana,Africa,Africa,1,0,Friendly,FALSE,No,Win
8/21/2008,Indonesia,Cambodia,Asia,Asia,7,0,Friendly,FALSE,No,Win
8/22/2008,Cambodia,Myanmar,Asia,Asia,1,7,Friendly,TRUE,No,Lose
8/24/2008,Libya,Chad,Africa,Africa,3,0,Friendly,FALSE,No,Win
8/24/2008,Qatar,Korea DPR,Asia,Asia,2,1,Friendly,FALSE,No,Win
8/25/2008,Indonesia,Myanmar,Asia,Asia,4,0,Friendly,FALSE,No,Win
8/27/2008,Bermuda,Antigua and Barbuda,North America,North America,0,4,CFU Caribbean Cup qualification,TRUE,No,Lose
8/27/2008,IR Iran,Azerbaijan,Asia,Europe,1,0,Friendly,FALSE,No,Win
8/28/2008,Libya,Niger,Africa,Africa,6,2,Friendly,FALSE,No,Win
8/29/2008,United Arab Emirates,Bahrain,Asia,Asia,2,3,Friendly,FALSE,No,Lose
8/29/2008,Uzbekistan,Korea DPR,Asia,Asia,0,0,Friendly,FALSE,No,Draw
8/30/2008,Cayman Islands,Antigua and Barbuda,North America,North America,1,1,CFU Caribbean Cup qualification,FALSE,No,Draw
8/30/2008,Saudi Arabia,Qatar,Asia,Asia,2,1,Friendly,FALSE,No,Win
8/31/2008,Cayman Islands,Bermuda,North America,North America,0,0,CFU Caribbean Cup qualification,FALSE,No,Draw
9/3/2008,Trinidad and Tobago,Guyana,South America,South America,3,0,Friendly,FALSE,No,Win
9/5/2008,Algeria,Senegal,Africa,Africa,3,2,FIFA World Cup qualification,FALSE,No,Win
9/5/2008,Djibouti,Malawi,Africa,Africa,0,3,FIFA World Cup qualification,FALSE,No,Lose
9/5/2008,Korea Republic,Jordan,Asia,Asia,1,0,Friendly,FALSE,No,Win
9/5/2008,Libya,Ghana,Africa,Africa,1,0,FIFA World Cup qualification,FALSE,No,Win
9/6/2008,Albania,Sweden,Europe,Europe,0,0,FIFA World Cup qualification,FALSE,No,Draw
9/6/2008,Andorra,England,Europe,Europe,0,2,FIFA World Cup qualification,TRUE,No,Lose
9/6/2008,Argentina,Paraguay,South America,South America,1,1,FIFA World Cup qualification,FALSE,No,Draw
9/6/2008,Armenia,Turkey,Europe,Europe,0,2,FIFA World Cup qualification,FALSE,No,Lose
9/6/2008,Austria,France,Europe,Europe,3,1,FIFA World Cup qualification,FALSE,No,Win
9/6/2008,Bahrain,Japan,Asia,Asia,2,3,FIFA World Cup qualification,FALSE,No,Lose
9/6/2008,Belgium,Estonia,Europe,Europe,3,2,FIFA World Cup qualification,FALSE,No,Win
9/6/2008,Burkina Faso,Tunisia,Africa,Africa,0,0,FIFA World Cup qualification,FALSE,No,Draw
9/6/2008,Cabo Verde,Cameroon,Africa,Africa,1,2,FIFA World Cup qualification,FALSE,No,Lose
9/6/2008,Colombia,Uruguay,South America,South America,0,1,FIFA World Cup qualification,FALSE,No,Lose
9/6/2008,Croatia,Kazakhstan,Europe,Europe,3,0,FIFA World Cup qualification,FALSE,No,Win
9/6/2008,Cuba,USA,North America,North America,0,1,FIFA World Cup qualification,FALSE,No,Lose
9/6/2008,Cyprus,Italy,Europe,Europe,1,2,FIFA World Cup qualification,FALSE,No,Lose
9/6/2008,Ecuador,Bolivia,South America,South America,3,1,FIFA World Cup qualification,FALSE,No,Win
9/6/2008,Fiji,Vanuatu,Oceania,Oceania,2,0,FIFA World Cup qualification,FALSE,No,Win
9/6/2008,Gambia,Liberia,Africa,Africa,3,0,FIFA World Cup qualification,FALSE,No,Win
9/6/2008,Georgia,Republic of Ireland,Europe,Europe,1,2,FIFA World Cup qualification,TRUE,No,Lose
9/6/2008,Hungary,Denmark,Europe,Europe,0,0,FIFA World Cup qualification,FALSE,No,Draw
9/6/2008,Israel,Switzerland,Europe,Europe,2,2,FIFA World Cup qualification,FALSE,No,Draw
9/6/2008,Kenya,Namibia,Africa,Africa,1,0,FIFA World Cup qualification,FALSE,No,Win
9/6/2008,Liechtenstein,Germany,Europe,Europe,0,6,FIFA World Cup qualification,FALSE,No,Lose
9/6/2008,Luxembourg,Greece,Europe,Europe,0,3,FIFA World Cup qualification,FALSE,No,Lose
9/6/2008,North Macedonia,Scotland,Europe,Europe,1,0,FIFA World Cup qualification,FALSE,No,Win
9/6/2008,Malta,Portugal,Europe,Europe,0,4,FIFA World Cup qualification,FALSE,No,Lose
9/6/2008,Mauritania,Rwanda,Africa,Africa,0,1,FIFA World Cup qualification,FALSE,No,Lose
9/6/2008,Mauritius,Tanzania,Africa,Africa,1,4,FIFA World Cup qualification,FALSE,No,Lose
9/6/2008,Moldova,Latvia,Europe,Europe,1,2,FIFA World Cup qualification,FALSE,No,Lose
9/6/2008,Montenegro,Bulgaria,Europe,Europe,2,2,FIFA World Cup qualification,FALSE,No,Draw
9/6/2008,Netherlands,Australia,Europe,Oceania,1,2,Friendly,FALSE,No,Lose
9/6/2008,New Caledonia,New Zealand,Oceania,Oceania,1,3,FIFA World Cup qualification,FALSE,No,Lose
9/6/2008,Norway,Iceland,Europe,Europe,2,2,FIFA World Cup qualification,FALSE,No,Draw
9/6/2008,Oman,Morocco,Asia,Africa,0,0,Friendly,FALSE,No,Draw
9/6/2008,Peru,Venezuela,South America,South America,1,0,FIFA World Cup qualification,FALSE,No,Win
9/6/2008,Poland,Slovenia,Europe,Europe,1,1,FIFA World Cup qualification,FALSE,No,Draw
9/6/2008,Qatar,Uzbekistan,Asia,Asia,3,0,FIFA World Cup qualification,FALSE,No,Win
9/6/2008,Romania,Lithuania,Europe,Europe,0,3,FIFA World Cup qualification,FALSE,No,Lose
9/6/2008,Saudi Arabia,IR Iran,Asia,Asia,1,1,FIFA World Cup qualification,FALSE,No,Draw
9/6/2008,Serbia,Faroe Islands,Europe,Europe,2,0,FIFA World Cup qualification,FALSE,No,Win
9/6/2008,Seychelles,Burundi,Africa,Africa,1,2,FIFA World Cup qualification,FALSE,No,Lose
9/6/2008,Sierra Leone,Equatorial Guinea,Africa,Africa,2,1,FIFA World Cup qualification,FALSE,No,Win
9/6/2008,Slovakia,Northern Ireland,Europe,Europe,2,1,FIFA World Cup qualification,FALSE,No,Win
9/6/2008,South Africa,Nigeria,Africa,Africa,0,1,FIFA World Cup qualification,FALSE,No,Lose
9/6/2008,Spain,Bosnia and Herzegovina,Europe,Europe,1,0,FIFA World Cup qualification,FALSE,No,Win
9/6/2008,Sudan,Chad,Africa,Africa,1,2,FIFA World Cup qualification,TRUE,No,Lose
9/6/2008,Trinidad and Tobago,Guatemala,South America,North America,1,1,FIFA World Cup qualification,FALSE,No,Draw
9/6/2008,Ukraine,Belarus,Europe,Europe,1,0,FIFA World Cup qualification,FALSE,No,Win
9/6/2008,United Arab Emirates,Korea DPR,Asia,Asia,1,2,FIFA World Cup qualification,FALSE,No,Lose
9/6/2008,Wales,Azerbaijan,Europe,Europe,1,0,FIFA World Cup qualification,FALSE,No,Win
9/7/2008,Benin,Angola,Africa,Africa,3,2,FIFA World Cup qualification,FALSE,No,Win
9/7/2008,Chile,Brazil,South America,South America,0,3,FIFA World Cup qualification,FALSE,No,Lose
9/7/2008,Congo,Mali,Africa,Africa,1,0,FIFA World Cup qualification,FALSE,No,Win
9/7/2008,Congo DR,Egypt,Africa,Africa,0,1,FIFA World Cup qualification,FALSE,No,Lose
9/7/2008,Lesotho,Gabon,Africa,Africa,0,3,FIFA World Cup qualification,TRUE,No,Lose
9/7/2008,Madagascar,Botswana,Africa,Africa,1,0,FIFA World Cup qualification,FALSE,No,Win
9/7/2008,Mozambique,Côte d'Ivoire,Africa,Africa,1,1,FIFA World Cup qualification,FALSE,No,Draw
9/7/2008,Niger,Uganda,Africa,Africa,3,1,FIFA World Cup qualification,FALSE,No,Win
9/7/2008,Zimbabwe,Guinea,Africa,Africa,0,0,FIFA World Cup qualification,FALSE,No,Draw
9/9/2008,Paraguay,Venezuela,South America,South America,2,0,FIFA World Cup qualification,FALSE,No,Win
9/9/2008,South Africa,Guinea,Africa,Africa,0,1,Friendly,FALSE,No,Lose
9/10/2008,Albania,Malta,Europe,Europe,3,0,FIFA World Cup qualification,FALSE,No,Win
9/10/2008,Andorra,Belarus,Europe,Europe,1,3,FIFA World Cup qualification,FALSE,No,Lose
9/10/2008,Azerbaijan,Liechtenstein,Europe,Europe,0,0,FIFA World Cup qualification,FALSE,No,Draw
9/10/2008,Bosnia and Herzegovina,Estonia,Europe,Europe,7,0,FIFA World Cup qualification,FALSE,No,Win
9/10/2008,Brazil,Bolivia,South America,South America,0,0,FIFA World Cup qualification,FALSE,No,Draw
9/10/2008,Chad,Sudan,Africa,Africa,1,3,FIFA World Cup qualification,TRUE,No,Lose
9/10/2008,Chile,Colombia,South America,South America,4,0,FIFA World Cup qualification,FALSE,No,Win
9/10/2008,Croatia,England,Europe,Europe,1,4,FIFA World Cup qualification,FALSE,No,Lose
9/10/2008,Faroe Islands,Romania,Europe,Europe,0,1,FIFA World Cup qualification,FALSE,No,Lose
9/10/2008,Finland,Germany,Europe,Europe,3,3,FIFA World Cup qualification,FALSE,No,Draw
9/10/2008,France,Serbia,Europe,Europe,2,1,FIFA World Cup qualification,FALSE,No,Win
9/10/2008,Guatemala,Cuba,North America,North America,4,1,FIFA World Cup qualification,FALSE,No,Win
9/10/2008,Haiti,Costa Rica,North America,North America,1,3,FIFA World Cup qualification,FALSE,No,Lose
9/10/2008,Honduras,Jamaica,North America,North America,2,0,FIFA World Cup qualification,FALSE,No,Win
9/10/2008,Iceland,Scotland,Europe,Europe,1,2,FIFA World Cup qualification,FALSE,No,Lose
9/10/2008,Italy,Georgia,Europe,Europe,2,0,FIFA World Cup qualification,FALSE,No,Win
9/10/2008,Kazakhstan,Ukraine,Europe,Europe,1,3,FIFA World Cup qualification,FALSE,No,Lose
9/10/2008,Korea DPR,Korea Republic,Asia,Asia,1,1,FIFA World Cup qualification,TRUE,No,Draw
9/10/2008,Latvia,Greece,Europe,Europe,0,2,FIFA World Cup qualification,FALSE,No,Lose
9/10/2008,Lithuania,Austria,Europe,Europe,2,0,FIFA World Cup qualification,FALSE,No,Win
9/10/2008,North Macedonia,Netherlands,Europe,Europe,1,2,FIFA World Cup qualification,FALSE,No,Lose
9/10/2008,Mexico,Canada,North America,North America,2,1,FIFA World Cup qualification,FALSE,No,Win
9/10/2008,Moldova,Israel,Europe,Europe,1,2,FIFA World Cup qualification,FALSE,No,Lose
9/10/2008,Montenegro,Republic of Ireland,Europe,Europe,0,0,FIFA World Cup qualification,FALSE,No,Draw
9/10/2008,New Zealand,New Caledonia,Oceania,Oceania,3,0,FIFA World Cup qualification,FALSE,No,Win
9/10/2008,Northern Ireland,Czech Republic,Europe,Europe,0,0,FIFA World Cup qualification,FALSE,No,Draw
9/10/2008,Oman,Zimbabwe,Asia,Africa,3,2,Friendly,FALSE,No,Win
9/10/2008,Peru,Argentina,South America,South America,1,1,FIFA World Cup qualification,FALSE,No,Draw
9/10/2008,Portugal,Denmark,Europe,Europe,2,3,FIFA World Cup qualification,FALSE,No,Lose
9/10/2008,Qatar,Bahrain,Asia,Asia,1,1,FIFA World Cup qualification,FALSE,No,Draw
9/10/2008,Russia,Wales,Europe,Europe,2,1,FIFA World Cup qualification,FALSE,No,Win
9/10/2008,San Marino,Poland,Europe,Europe,0,2,FIFA World Cup qualification,FALSE,No,Lose
9/10/2008,Slovenia,Slovakia,Europe,Europe,2,1,FIFA World Cup qualification,FALSE,No,Win
9/10/2008,Spain,Armenia,Europe,Europe,4,0,FIFA World Cup qualification,FALSE,No,Win
9/10/2008,Suriname,El Salvador,South America,North America,0,2,FIFA World Cup qualification,FALSE,No,Lose
9/10/2008,Sweden,Hungary,Europe,Europe,2,1,FIFA World Cup qualification,FALSE,No,Win
9/10/2008,Switzerland,Luxembourg,Europe,Europe,1,2,FIFA World Cup qualification,FALSE,No,Lose
9/10/2008,Turkey,Belgium,Europe,Europe,1,1,FIFA World Cup qualification,FALSE,No,Draw
9/10/2008,United Arab Emirates,Saudi Arabia,Asia,Asia,1,2,FIFA World Cup qualification,FALSE,No,Lose
9/10/2008,Uruguay,Ecuador,South America,South America,0,0,FIFA World Cup qualification,FALSE,No,Draw
9/10/2008,USA,Trinidad and Tobago,North America,South America,3,0,FIFA World Cup qualification,FALSE,No,Win
9/10/2008,Uzbekistan,Australia,Asia,Oceania,0,1,FIFA World Cup qualification,FALSE,No,Lose
9/10/2008,Vanuatu,Fiji,Oceania,Oceania,2,1,FIFA World Cup qualification,FALSE,No,Win
9/10/2008,Zambia,Togo,Africa,Africa,1,0,FIFA World Cup qualification,FALSE,No,Win
9/21/2008,Antigua and Barbuda,Guyana,North America,South America,3,0,Friendly,FALSE,No,Win
9/24/2008,Mexico,Chile,North America,South America,0,1,Friendly,TRUE,No,Lose
9/24/2008,St. Kitts and Nevis,British Virgin Islands,North America,North America,4,0,CFU Caribbean Cup qualification,FALSE,No,Win
9/24/2008,Tahiti,New Caledonia,Oceania,Oceania,0,1,African Nations Championship,TRUE,No,Lose
9/26/2008,British Virgin Islands,Barbados,North America,North America,1,2,CFU Caribbean Cup qualification,TRUE,No,Lose
9/28/2008,St. Kitts and Nevis,Barbados,North America,North America,1,3,CFU Caribbean Cup qualification,FALSE,No,Lose
9/30/2008,South Africa,Malawi,Africa,Africa,3,0,Friendly,FALSE,No,Win
10/1/2008,Vietnam,Myanmar,Asia,Asia,2,3,Friendly,FALSE,No,Lose
10/3/2008,Myanmar,Turkmenistan,Asia,Asia,1,2,Friendly,TRUE,No,Lose
10/8/2008,Trinidad and Tobago,Dominican Republic,South America,North America,9,0,Friendly,FALSE,No,Win
10/9/2008,Japan,United Arab Emirates,Asia,Asia,1,1,Friendly,FALSE,No,Draw
10/10/2008,Malaysia,Pakistan,Asia,Asia,4,1,Friendly,FALSE,No,Win
10/11/2008,Argentina,Uruguay,South America,South America,2,1,FIFA World Cup qualification,FALSE,No,Win
10/11/2008,Belgium,Armenia,Europe,Europe,2,0,FIFA World Cup qualification,FALSE,No,Win
10/11/2008,Bolivia,Peru,South America,South America,3,0,FIFA World Cup qualification,FALSE,No,Win
10/11/2008,Botswana,Mozambique,Africa,Africa,0,1,FIFA World Cup qualification,FALSE,No,Lose
10/11/2008,Bulgaria,Italy,Europe,Europe,0,0,FIFA World Cup qualification,FALSE,No,Draw
10/11/2008,Cameroon,Mauritius,Africa,Africa,5,0,FIFA World Cup qualification,FALSE,No,Win
10/11/2008,Colombia,Paraguay,South America,South America,0,1,FIFA World Cup qualification,FALSE,No,Lose
10/11/2008,Denmark,Malta,Europe,Europe,3,0,FIFA World Cup qualification,FALSE,No,Win
10/11/2008,England,Kazakhstan,Europe,Europe,5,1,FIFA World Cup qualification,FALSE,No,Win
10/11/2008,Equatorial Guinea,South Africa,Africa,Africa,0,1,FIFA World Cup qualification,FALSE,No,Lose
10/11/2008,Estonia,Spain,Europe,Europe,0,3,FIFA World Cup qualification,FALSE,No,Lose
10/11/2008,Faroe Islands,Austria,Europe,Europe,1,1,FIFA World Cup qualification,FALSE,No,Draw
10/11/2008,Finland,Azerbaijan,Europe,Europe,1,0,FIFA World Cup qualification,FALSE,No,Win
10/11/2008,Gabon,Libya,Africa,Africa,1,0,FIFA World Cup qualification,FALSE,No,Win
10/11/2008,Georgia,Cyprus,Europe,Europe,1,1,FIFA World Cup qualification,FALSE,No,Draw
10/11/2008,Germany,Russia,Europe,Europe,2,1,FIFA World Cup qualification,FALSE,No,Win
10/11/2008,Ghana,Lesotho,Africa,Africa,3,0,FIFA World Cup qualification,FALSE,No,Win
10/11/2008,Greece,Moldova,Europe,Europe,3,0,FIFA World Cup qualification,FALSE,No,Win
10/11/2008,Guatemala,Trinidad and Tobago,North America,South America,0,0,FIFA World Cup qualification,FALSE,No,Draw
10/11/2008,Haiti,El Salvador,North America,North America,0,0,FIFA World Cup qualification,FALSE,No,Draw
10/11/2008,Honduras,Canada,North America,North America,3,1,FIFA World Cup qualification,FALSE,No,Win
10/11/2008,Hungary,Albania,Europe,Europe,2,0,FIFA World Cup qualification,FALSE,No,Win
10/11/2008,Côte d'Ivoire,Madagascar,Africa,Africa,3,0,FIFA World Cup qualification,FALSE,No,Win
10/11/2008,Jamaica,Mexico,North America,North America,1,0,FIFA World Cup qualification,FALSE,No,Win
10/11/2008,Korea Republic,Uzbekistan,Asia,Asia,3,0,Friendly,FALSE,No,Win
10/11/2008,Liberia,Algeria,Africa,Africa,0,0,FIFA World Cup qualification,FALSE,No,Draw
10/11/2008,Luxembourg,Israel,Europe,Europe,1,3,FIFA World Cup qualification,FALSE,No,Lose
10/11/2008,Malawi,Congo DR,Africa,Africa,2,1,FIFA World Cup qualification,FALSE,No,Win
10/11/2008,Mali,Chad,Africa,Africa,2,1,FIFA World Cup qualification,FALSE,No,Win
10/11/2008,Morocco,Mauritania,Africa,Africa,4,1,FIFA World Cup qualification,FALSE,No,Win
10/11/2008,Namibia,Zimbabwe,Africa,Africa,4,2,FIFA World Cup qualification,FALSE,No,Win
10/11/2008,Netherlands,Iceland,Europe,Europe,2,0,FIFA World Cup qualification,FALSE,No,Win
10/11/2008,Nigeria,Sierra Leone,Africa,Africa,4,1,FIFA World Cup qualification,FALSE,No,Win
10/11/2008,Poland,Czech Republic,Europe,Europe,2,1,FIFA World Cup qualification,FALSE,No,Win
10/11/2008,Romania,France,Europe,Europe,2,2,FIFA World Cup qualification,FALSE,No,Draw
10/11/2008,San Marino,Slovakia,Europe,Europe,1,3,FIFA World Cup qualification,FALSE,No,Lose
10/11/2008,Scotland,Norway,Europe,Europe,0,0,FIFA World Cup qualification,FALSE,No,Draw
10/11/2008,Senegal,Gambia,Africa,Africa,1,1,FIFA World Cup qualification,FALSE,No,Draw
10/11/2008,Serbia,Lithuania,Europe,Europe,3,0,FIFA World Cup qualification,FALSE,No,Win
10/11/2008,Slovenia,Northern Ireland,Europe,Europe,2,0,FIFA World Cup qualification,FALSE,No,Win
10/11/2008,Sudan,Congo,Africa,Africa,2,0,FIFA World Cup qualification,FALSE,No,Win
10/11/2008,Suriname,Costa Rica,South America,North America,1,4,FIFA World Cup qualification,FALSE,No,Lose
10/11/2008,Sweden,Portugal,Europe,Europe,0,0,FIFA World Cup qualification,FALSE,No,Draw
10/11/2008,Switzerland,Latvia,Europe,Europe,2,1,FIFA World Cup qualification,FALSE,No,Win
10/11/2008,Tanzania,Cabo Verde,Africa,Africa,3,1,FIFA World Cup qualification,FALSE,No,Win
10/11/2008,Togo,Eswatini,Africa,Africa,6,0,FIFA World Cup qualification,TRUE,No,Win
10/11/2008,Tunisia,Seychelles,Africa,Africa,5,0,FIFA World Cup qualification,FALSE,No,Win
10/11/2008,Turkey,Bosnia and Herzegovina,Europe,Europe,2,1,FIFA World Cup qualification,FALSE,No,Win
10/11/2008,Ukraine,Croatia,Europe,Europe,0,0,FIFA World Cup qualification,FALSE,No,Draw
10/11/2008,USA,Cuba,North America,North America,6,1,FIFA World Cup qualification,FALSE,No,Win
10/11/2008,Wales,Liechtenstein,Europe,Europe,2,0,FIFA World Cup qualification,FALSE,No,Win
10/12/2008,Angola,Niger,Africa,Africa,3,1,FIFA World Cup qualification,FALSE,No,Win
10/12/2008,Burundi,Burkina Faso,Africa,Africa,1,3,FIFA World Cup qualification,FALSE,No,Lose
10/12/2008,Ecuador,Chile,South America,South America,1,0,FIFA World Cup qualification,FALSE,No,Win
10/12/2008,Egypt,Djibouti,Africa,Africa,4,0,FIFA World Cup qualification,FALSE,No,Win
10/12/2008,Guinea,Kenya,Africa,Africa,3,2,FIFA World Cup qualification,FALSE,No,Win
10/12/2008,Uganda,Benin,Africa,Africa,2,1,FIFA World Cup qualification,FALSE,No,Win
10/12/2008,Venezuela,Brazil,South America,South America,0,4,FIFA World Cup qualification,FALSE,No,Lose
10/14/2008,Bolivia,Uruguay,South America,South America,2,2,FIFA World Cup qualification,FALSE,No,Draw
10/14/2008,France,Tunisia,Europe,Africa,3,1,Friendly,FALSE,No,Win
10/14/2008,Vietnam,Singapore,Asia,Asia,0,0,Friendly,FALSE,No,Draw
10/15/2008,Australia,Qatar,Oceania,Asia,4,0,FIFA World Cup qualification,FALSE,No,Win
10/15/2008,Austria,Serbia,Europe,Europe,1,3,FIFA World Cup qualification,FALSE,No,Lose
10/15/2008,Bahrain,Azerbaijan,Asia,Europe,1,2,Friendly,FALSE,No,Lose
10/15/2008,Belarus,England,Europe,Europe,1,3,FIFA World Cup qualification,FALSE,No,Lose
10/15/2008,Belgium,Spain,Europe,Europe,1,2,FIFA World Cup qualification,FALSE,No,Lose
10/15/2008,Bosnia and Herzegovina,Armenia,Europe,Europe,4,1,FIFA World Cup qualification,FALSE,No,Win
10/15/2008,Brazil,Colombia,South America,South America,0,0,FIFA World Cup qualification,FALSE,No,Draw
10/15/2008,Canada,Mexico,North America,North America,2,2,FIFA World Cup qualification,FALSE,No,Draw
10/15/2008,Chile,Argentina,South America,South America,1,0,FIFA World Cup qualification,FALSE,No,Win
10/15/2008,Costa Rica,Haiti,North America,North America,2,0,FIFA World Cup qualification,FALSE,No,Win
10/15/2008,Croatia,Andorra,Europe,Europe,4,0,FIFA World Cup qualification,FALSE,No,Win
10/15/2008,Cuba,Guatemala,North America,North America,2,1,FIFA World Cup qualification,FALSE,No,Win
10/15/2008,Czech Republic,Slovenia,Europe,Europe,1,0,FIFA World Cup qualification,FALSE,No,Win
10/15/2008,El Salvador,Suriname,North America,South America,3,0,FIFA World Cup qualification,FALSE,No,Win
10/15/2008,Estonia,Turkey,Europe,Europe,0,0,FIFA World Cup qualification,FALSE,No,Draw
10/15/2008,Georgia,Bulgaria,Europe,Europe,0,0,FIFA World Cup qualification,FALSE,No,Draw
10/15/2008,Germany,Wales,Europe,Europe,1,0,FIFA World Cup qualification,FALSE,No,Win
10/15/2008,Greece,Switzerland,Europe,Europe,1,2,FIFA World Cup qualification,FALSE,No,Lose
10/15/2008,Grenada,Cayman Islands,North America,North America,4,2,CFU Caribbean Cup qualification,TRUE,No,Win
10/15/2008,Iceland,North Macedonia,Europe,Europe,1,0,FIFA World Cup qualification,FALSE,No,Win
10/15/2008,IR Iran,Korea DPR,Asia,Asia,2,1,FIFA World Cup qualification,FALSE,No,Win
10/15/2008,Republic of Ireland,Cyprus,Europe,Europe,1,0,FIFA World Cup qualification,FALSE,No,Win
10/15/2008,Italy,Montenegro,Europe,Europe,2,1,FIFA World Cup qualification,FALSE,No,Win
10/15/2008,Jamaica,Honduras,North America,North America,1,0,FIFA World Cup qualification,FALSE,No,Win
10/15/2008,Japan,Uzbekistan,Asia,Asia,1,1,FIFA World Cup qualification,FALSE,No,Draw
10/15/2008,Korea Republic,United Arab Emirates,Asia,Asia,4,1,FIFA World Cup qualification,FALSE,No,Win
10/15/2008,Latvia,Israel,Europe,Europe,1,1,FIFA World Cup qualification,FALSE,No,Draw
10/15/2008,Lithuania,Faroe Islands,Europe,Europe,1,0,FIFA World Cup qualification,FALSE,No,Win
10/15/2008,Luxembourg,Moldova,Europe,Europe,0,0,FIFA World Cup qualification,FALSE,No,Draw
10/15/2008,Malaysia,Nepal,Asia,Asia,4,0,Merdeka Tournament,FALSE,No,Win
10/15/2008,Malta,Hungary,Europe,Europe,0,1,FIFA World Cup qualification,FALSE,No,Lose
10/15/2008,Northern Ireland,San Marino,Europe,Europe,4,0,FIFA World Cup qualification,FALSE,No,Win
10/15/2008,Norway,Netherlands,Europe,Europe,0,1,FIFA World Cup qualification,FALSE,No,Lose
10/15/2008,Paraguay,Peru,South America,South America,1,0,FIFA World Cup qualification,FALSE,No,Win
10/15/2008,Portugal,Albania,Europe,Europe,0,0,FIFA World Cup qualification,FALSE,No,Draw
