date,home_team,away_team,home_team_continent,away_team_continent,home_team_score,away_team_score,tournament,neutral_location,shoot_out,home_team_result
3/23/2018,Turkey,Republic of Ireland,Europe,Europe,1,0,Friendly,FALSE,No,Win
3/23/2018,Ukraine,Saudi Arabia,Europe,Asia,1,1,Friendly,TRUE,No,Draw
3/23/2018,Uruguay,Czech Republic,South America,Europe,2,0,Friendly,TRUE,No,Win
3/24/2018,Angola,Zimbabwe,Africa,Africa,2,2,Friendly,TRUE,Yes,Win
3/24/2018,Armenia,Estonia,Europe,Europe,0,0,Friendly,FALSE,No,Draw
3/24/2018,Botswana,Lesotho,Africa,Africa,1,0,Friendly,FALSE,No,Win
3/24/2018,Canada,New Zealand,North America,Oceania,1,0,Friendly,TRUE,No,Win
3/24/2018,Comoros,Kenya,Africa,Africa,2,2,Friendly,TRUE,No,Draw
3/24/2018,Georgia,Lithuania,Europe,Europe,4,0,Friendly,FALSE,No,Win
3/24/2018,Israel,Romania,Europe,Europe,1,2,Friendly,FALSE,No,Lose
3/24/2018,Côte d'Ivoire,Togo,Africa,Africa,2,2,Friendly,TRUE,No,Draw
3/24/2018,Kosovo,Madagascar,Europe,Africa,1,0,Friendly,TRUE,No,Win
3/24/2018,Mauritania,Guinea,Africa,Africa,2,0,Friendly,FALSE,No,Win
3/24/2018,Northern Ireland,Korea Republic,Europe,Asia,2,1,Friendly,FALSE,No,Win
3/24/2018,Qatar,Syria,Asia,Asia,2,2,Friendly,TRUE,No,Draw
3/24/2018,Sweden,Chile,Europe,South America,1,2,Friendly,FALSE,No,Lose
3/24/2018,Tahiti,New Caledonia,Oceania,Oceania,4,3,Friendly,FALSE,No,Win
3/24/2018,Uganda,São Tomé and Príncipe,Africa,Africa,3,1,Friendly,FALSE,No,Win
3/24/2018,Zambia,South Africa,Africa,Africa,0,2,Friendly,FALSE,No,Lose
3/25/2018,Barbados,Bermuda,North America,North America,0,0,Friendly,FALSE,No,Draw
3/25/2018,Dominican Republic,St. Kitts and Nevis,North America,North America,2,1,Friendly,FALSE,No,Win
3/25/2018,Faroe Islands,Liechtenstein,Europe,Europe,3,0,Friendly,TRUE,No,Win
3/25/2018,Gibraltar,Latvia,Europe,Europe,1,0,Friendly,FALSE,No,Win
3/25/2018,Jamaica,Antigua and Barbuda,North America,North America,1,1,Friendly,FALSE,No,Draw
3/25/2018,Kuwait,Cameroon,Asia,Africa,1,3,Friendly,FALSE,No,Lose
3/25/2018,Nicaragua,Cuba,North America,North America,3,3,Friendly,FALSE,No,Draw
3/25/2018,Thailand,Slovakia,Asia,Europe,2,3,Friendly,FALSE,No,Lose
3/26/2018,Albania,Norway,Europe,Europe,0,1,Friendly,FALSE,No,Lose
3/26/2018,Bulgaria,Kazakhstan,Europe,Europe,2,1,Friendly,TRUE,No,Win
3/26/2018,China PR,Czech Republic,Asia,Europe,1,4,Friendly,FALSE,No,Lose
3/26/2018,Curaçao,Bolivia,North America,South America,1,0,Friendly,FALSE,No,Win
3/26/2018,Finland,Malta,Europe,Europe,5,0,Friendly,TRUE,No,Win
3/26/2018,Portugal,Netherlands,Europe,Europe,0,3,Friendly,TRUE,No,Lose
3/26/2018,Wales,Uruguay,Europe,South America,0,1,Friendly,TRUE,No,Lose
3/27/2018,Afghanistan,Cambodia,Asia,Asia,2,1,AFC Asian Cup qualification,TRUE,No,Win
3/27/2018,Algeria,IR Iran,Africa,Asia,1,2,Friendly,TRUE,No,Lose
3/27/2018,Armenia,Lithuania,Europe,Europe,0,1,Friendly,FALSE,No,Lose
3/27/2018,Australia,Colombia,Oceania,South America,0,0,Friendly,TRUE,No,Draw
3/27/2018,Azerbaijan,North Macedonia,Europe,Europe,1,1,Friendly,TRUE,No,Draw
3/27/2018,Bahrain,Turkmenistan,Asia,Asia,4,0,AFC Asian Cup qualification,FALSE,No,Win
3/27/2018,Belgium,Saudi Arabia,Europe,Asia,4,0,Friendly,FALSE,No,Win
3/27/2018,Bosnia and Herzegovina,Senegal,Europe,Africa,0,0,Friendly,TRUE,No,Draw
3/27/2018,Myanmar,Macau,Asia,Asia,1,0,AFC Asian Cup qualification,FALSE,No,Win
3/27/2018,Central African Republic,Kenya,Africa,Africa,3,2,Friendly,TRUE,No,Win
3/27/2018,Denmark,Chile,Europe,South America,0,0,Friendly,FALSE,No,Draw
3/27/2018,England,Italy,Europe,Europe,1,1,Friendly,FALSE,No,Draw
3/27/2018,Georgia,Estonia,Europe,Europe,2,0,Friendly,FALSE,No,Win
3/27/2018,Germany,Brazil,Europe,South America,0,1,Friendly,FALSE,No,Lose
3/27/2018,Greece,Egypt,Europe,Africa,1,0,Friendly,TRUE,No,Win
3/27/2018,Hungary,Scotland,Europe,Europe,0,1,Friendly,FALSE,No,Lose
3/27/2018,Iraq,Syria,Asia,Asia,1,1,Friendly,FALSE,No,Draw
3/27/2018,Jordan,Vietnam,Asia,Asia,1,1,AFC Asian Cup qualification,FALSE,No,Draw
3/27/2018,Korea DPR,Hong Kong,Asia,Asia,2,0,AFC Asian Cup qualification,FALSE,No,Win
3/27/2018,Kosovo,Burkina Faso,Europe,Africa,2,0,Friendly,TRUE,No,Win
3/27/2018,Kyrgyz Republic,India,Asia,Asia,2,1,AFC Asian Cup qualification,FALSE,No,Win
3/27/2018,Laos,Bangladesh,Asia,Asia,2,2,Friendly,FALSE,No,Draw
3/27/2018,Lebanon,Malaysia,Asia,Asia,2,1,AFC Asian Cup qualification,FALSE,No,Win
3/27/2018,Luxembourg,Austria,Europe,Europe,0,4,Friendly,FALSE,No,Lose
3/27/2018,Maldives,Bhutan,Africa,Asia,7,0,AFC Asian Cup qualification,FALSE,No,Win
3/27/2018,Mexico,Croatia,North America,Europe,0,1,Friendly,TRUE,No,Lose
3/27/2018,Moldova,Côte d'Ivoire,Europe,Africa,1,2,Friendly,TRUE,No,Lose
3/27/2018,Mongolia,Mauritius,Asia,Africa,0,2,Friendly,FALSE,No,Lose
3/27/2018,Montenegro,Turkey,Europe,Europe,2,2,Friendly,FALSE,No,Draw
3/27/2018,Morocco,Uzbekistan,Africa,Asia,2,0,Friendly,FALSE,No,Win
3/27/2018,Namibia,Lesotho,Africa,Africa,2,1,Friendly,FALSE,No,Win
3/27/2018,Oman,Palestine,Asia,Asia,1,0,AFC Asian Cup qualification,FALSE,No,Win
3/27/2018,Peru,Iceland,South America,Europe,3,1,Friendly,TRUE,No,Win
3/27/2018,Philippines,Tajikistan,Asia,Asia,2,1,AFC Asian Cup qualification,FALSE,No,Win
3/27/2018,Poland,Korea Republic,Europe,Asia,3,2,Friendly,FALSE,No,Win
3/27/2018,Romania,Sweden,Europe,Europe,1,0,Friendly,FALSE,No,Win
3/27/2018,Russia,France,Europe,Europe,1,3,Friendly,FALSE,No,Lose
3/27/2018,Serbia,Nigeria,Europe,Africa,2,0,Friendly,TRUE,No,Win
3/27/2018,Seychelles,Eswatini,Africa,Africa,0,0,Friendly,FALSE,No,Draw
3/27/2018,Slovenia,Belarus,Europe,Europe,0,2,Friendly,FALSE,No,Lose
3/27/2018,Spain,Argentina,Europe,South America,6,1,Friendly,FALSE,No,Win
3/27/2018,Switzerland,Panama,Europe,North America,6,0,Friendly,FALSE,No,Win
3/27/2018,Chinese Taipei,Singapore,Asia,Asia,1,0,AFC Asian Cup qualification,FALSE,No,Win
3/27/2018,Tanzania,Congo DR,Africa,Africa,2,0,Friendly,FALSE,No,Win
3/27/2018,Tunisia,Costa Rica,Africa,North America,1,0,Friendly,TRUE,No,Win
3/27/2018,Uganda,Malawi,Africa,Africa,0,0,Friendly,FALSE,No,Draw
3/27/2018,Ukraine,Japan,Europe,Asia,2,1,Friendly,TRUE,No,Win
3/27/2018,USA,Paraguay,North America,South America,1,0,Friendly,FALSE,No,Win
3/27/2018,Yemen,Nepal,Asia,Asia,2,1,AFC Asian Cup qualification,TRUE,No,Win
4/1/2018,Malaysia,Bhutan,Asia,Asia,7,0,Friendly,FALSE,No,Win
4/18/2018,Trinidad and Tobago,Panama,South America,North America,0,1,Friendly,FALSE,No,Lose
4/18/2018,Zimbabwe,Botswana,Africa,Africa,0,1,Friendly,FALSE,No,Lose
4/26/2018,St. Kitts and Nevis,Jamaica,North America,North America,1,3,Friendly,FALSE,No,Lose
4/30/2018,Antigua and Barbuda,Jamaica,North America,North America,0,2,Friendly,FALSE,No,Lose
5/8/2018,Iraq,Palestine,Asia,Asia,0,0,Friendly,FALSE,No,Draw
5/9/2018,Algeria,Saudi Arabia,Africa,Asia,0,2,Friendly,TRUE,No,Lose
5/11/2018,Kuwait,Palestine,Asia,Asia,2,0,Friendly,FALSE,No,Win
5/15/2018,Saudi Arabia,Greece,Asia,Europe,2,0,Friendly,TRUE,No,Win
5/19/2018,IR Iran,Uzbekistan,Asia,Asia,1,0,Friendly,FALSE,No,Win
5/20/2018,Jordan,Cyprus,Asia,Europe,3,0,Friendly,FALSE,No,Win
5/25/2018,Kuwait,Egypt,Asia,Africa,1,1,Friendly,FALSE,No,Draw
5/25/2018,Kenya,Eswatini,Africa,Africa,0,1,Friendly,FALSE,No,Lose
5/26/2018,China PR,Myanmar,Asia,Asia,1,0,Friendly,FALSE,No,Win
5/27/2018,Cameroon,Burkina Faso,Africa,Africa,0,1,Friendly,TRUE,No,Lose
5/27/2018,Niger,Central African Republic,Africa,Africa,3,3,Friendly,FALSE,No,Draw
5/27/2018,Madagascar,Mozambique,Africa,Africa,2,1,COSAFA Cup,TRUE,No,Win
5/27/2018,Comoros,Seychelles,Africa,Africa,1,1,COSAFA Cup,TRUE,No,Draw
5/28/2018,USA,Bolivia,North America,South America,3,0,Friendly,FALSE,No,Win
5/28/2018,Nigeria,Congo DR,Africa,Africa,1,1,Friendly,FALSE,No,Draw
5/28/2018,Kenya,Equatorial Guinea,Africa,Africa,1,0,Friendly,FALSE,No,Win
5/28/2018,Portugal,Tunisia,Europe,Africa,2,2,Friendly,FALSE,No,Draw
5/28/2018,Italy,Saudi Arabia,Europe,Asia,2,1,Friendly,TRUE,No,Win
5/28/2018,France,Republic of Ireland,Europe,Europe,2,0,Friendly,FALSE,No,Win
5/28/2018,Mexico,Wales,North America,Europe,0,0,Friendly,TRUE,No,Draw
5/28/2018,Turkey,IR Iran,Europe,Asia,2,1,Friendly,FALSE,No,Win
5/28/2018,Korea Republic,Honduras,Asia,North America,2,0,Friendly,FALSE,No,Win
5/28/2018,Bosnia and Herzegovina,Montenegro,Europe,Europe,0,0,Friendly,FALSE,No,Draw
5/28/2018,Malawi,Mauritius,Africa,Africa,0,1,COSAFA Cup,TRUE,No,Lose
5/28/2018,Angola,Botswana,Africa,Africa,1,2,COSAFA Cup,TRUE,No,Lose
5/29/2018,Argentina,Haiti,South America,North America,4,0,Friendly,FALSE,No,Win
5/29/2018,Albania,Kosovo,Europe,Europe,0,3,Friendly,TRUE,No,Lose
5/29/2018,Armenia,Malta,Europe,Europe,1,1,Friendly,TRUE,No,Draw
5/29/2018,Azerbaijan,Kyrgyz Republic,Europe,Asia,3,0,Friendly,FALSE,No,Win
5/29/2018,Peru,Scotland,South America,Europe,2,0,Friendly,FALSE,No,Win
5/29/2018,Panama,Northern Ireland,North America,Europe,0,0,Friendly,FALSE,No,Draw
5/29/2018,Madagascar,Seychelles,Africa,Africa,1,1,COSAFA Cup,TRUE,No,Draw
5/29/2018,Comoros,Mozambique,Africa,Africa,0,3,COSAFA Cup,TRUE,No,Lose
5/30/2018,Japan,Ghana,Asia,Africa,0,2,Friendly,FALSE,No,Lose
5/30/2018,Central African Republic,Uganda,Africa,Africa,1,0,Friendly,TRUE,No,Win
5/30/2018,Austria,Russia,Europe,Europe,1,0,Friendly,FALSE,No,Win
5/30/2018,Malawi,Botswana,Africa,Africa,1,1,COSAFA Cup,TRUE,No,Draw
5/30/2018,Angola,Mauritius,Africa,Africa,1,0,COSAFA Cup,TRUE,No,Win
5/30/2018,Estonia,Lithuania,Europe,Europe,2,0,Baltic Cup,FALSE,No,Win
5/31/2018,Ukraine,Morocco,Europe,Africa,0,0,Friendly,TRUE,No,Draw
5/31/2018,Romania,Chile,Europe,South America,3,2,Friendly,TRUE,No,Win
5/31/2018,Luxembourg,Senegal,Europe,Africa,0,0,Friendly,FALSE,No,Draw
5/31/2018,Mozambique,Seychelles,Africa,Africa,2,1,COSAFA Cup,TRUE,No,Win
5/31/2018,Comoros,Madagascar,Africa,Africa,0,1,COSAFA Cup,TRUE,No,Lose
5/31/2018,Slovakia,Netherlands,Europe,Europe,1,1,Friendly,FALSE,No,Draw
6/1/2018,France,Italy,Europe,Europe,3,1,Friendly,FALSE,No,Win
6/1/2018,Turkey,Tunisia,Europe,Africa,2,2,Friendly,TRUE,No,Draw
6/1/2018,Korea Republic,Bosnia and Herzegovina,Asia,Europe,1,3,Friendly,FALSE,No,Lose
6/1/2018,Czech Republic,Australia,Europe,Oceania,0,4,Friendly,TRUE,No,Lose
6/1/2018,Algeria,Cabo Verde,Africa,Africa,2,3,Friendly,FALSE,No,Lose
6/1/2018,Colombia,Egypt,South America,Africa,0,0,Friendly,TRUE,No,Draw
6/1/2018,Malta,Georgia,Europe,Europe,0,1,Friendly,TRUE,No,Lose
6/1/2018,Botswana,Mauritius,Africa,Africa,6,0,COSAFA Cup,TRUE,No,Win
6/1/2018,Angola,Malawi,Africa,Africa,0,0,COSAFA Cup,TRUE,No,Draw
6/1/2018,India,Chinese Taipei,Asia,Asia,5,0,Intercontinental Cup,FALSE,No,Win
6/2/2018,El Salvador,Honduras,North America,North America,1,0,Friendly,TRUE,No,Win
6/2/2018,Thailand,China PR,Asia,Asia,0,2,Friendly,FALSE,No,Lose
6/2/2018,England,Nigeria,Europe,Africa,2,1,Friendly,FALSE,No,Win
6/2/2018,Montenegro,Slovenia,Europe,Europe,0,2,Friendly,FALSE,No,Lose
6/2/2018,Mexico,Scotland,North America,Europe,1,0,Friendly,FALSE,No,Win
6/2/2018,Sweden,Denmark,Europe,Europe,0,0,Friendly,FALSE,No,Draw
6/2/2018,Republic of Ireland,USA,Europe,North America,2,1,Friendly,FALSE,No,Win
6/2/2018,Belgium,Portugal,Europe,Europe,0,0,Friendly,FALSE,No,Draw
6/2/2018,Austria,Germany,Europe,Europe,2,1,Friendly,FALSE,No,Win
6/2/2018,Niger,Uganda,Africa,Africa,2,1,Friendly,FALSE,No,Win
6/2/2018,Iceland,Norway,Europe,Europe,2,3,Friendly,FALSE,No,Lose
6/2/2018,Zambia,Namibia,Africa,Africa,0,0,COSAFA Cup,TRUE,Yes,Win
6/2/2018,Lesotho,Eswatini,Africa,Africa,1,0,COSAFA Cup,TRUE,No,Win
6/2/2018,Latvia,Estonia,Europe,Europe,1,0,Baltic Cup,FALSE,No,Win
6/2/2018,Kenya,New Zealand,Africa,Oceania,2,1,Intercontinental Cup,TRUE,No,Win
6/3/2018,Albania,Ukraine,Europe,Europe,1,4,Friendly,TRUE,No,Lose
6/3/2018,Saudi Arabia,Peru,Asia,South America,0,3,Friendly,TRUE,No,Lose
6/3/2018,Spain,Switzerland,Europe,Europe,1,1,Friendly,FALSE,No,Draw
6/3/2018,Croatia,Brazil,Europe,South America,0,2,Friendly,TRUE,No,Lose
6/3/2018,Costa Rica,Northern Ireland,North America,Europe,3,0,Friendly,FALSE,No,Win
6/3/2018,Barbados,Belize,North America,North America,0,0,Friendly,FALSE,No,Draw
6/3/2018,Andorra,Cabo Verde,Europe,Africa,0,0,Friendly,TRUE,Yes,Lose
6/3/2018,South Africa,Madagascar,Africa,Africa,0,0,COSAFA Cup,FALSE,Yes,Lose
6/3/2018,Zimbabwe,Botswana,Africa,Africa,1,1,COSAFA Cup,TRUE,Yes,Win
6/4/2018,Italy,Netherlands,Europe,Europe,1,1,Friendly,FALSE,No,Draw
6/4/2018,Serbia,Chile,Europe,South America,0,1,Friendly,TRUE,No,Lose
6/4/2018,Slovakia,Morocco,Europe,Africa,1,2,Friendly,TRUE,No,Lose
6/4/2018,Armenia,Moldova,Europe,Europe,0,0,Friendly,TRUE,No,Draw
6/4/2018,India,Kenya,Asia,Africa,3,0,Intercontinental Cup,FALSE,No,Win
6/5/2018,Russia,Turkey,Europe,Europe,1,1,Friendly,FALSE,No,Draw
6/5/2018,Romania,Finland,Europe,Europe,2,0,Friendly,FALSE,No,Win
6/5/2018,Luxembourg,Georgia,Europe,Europe,1,0,Friendly,FALSE,No,Win
6/5/2018,Kazakhstan,Azerbaijan,Europe,Europe,3,0,Friendly,FALSE,No,Win
6/5/2018,Lithuania,Latvia,Europe,Europe,1,1,Baltic Cup,FALSE,No,Draw
6/5/2018,Chinese Taipei,New Zealand,Asia,Oceania,0,1,Intercontinental Cup,TRUE,No,Lose
6/5/2018,South Africa,Namibia,Africa,Africa,4,1,COSAFA Cup,FALSE,No,Win
6/5/2018,Eswatini,Botswana,Africa,Africa,0,2,COSAFA Cup,TRUE,No,Lose
6/6/2018,Norway,Panama,Europe,North America,1,0,Friendly,FALSE,No,Win
6/6/2018,Czech Republic,Nigeria,Europe,Africa,1,0,Friendly,TRUE,No,Win
6/6/2018,Belgium,Egypt,Europe,Africa,3,0,Friendly,FALSE,No,Win
6/6/2018,Belarus,Hungary,Europe,Europe,1,1,Friendly,FALSE,No,Draw
6/6/2018,Zambia,Madagascar,Africa,Africa,1,0,COSAFA Cup,TRUE,No,Win
6/6/2018,Lesotho,Zimbabwe,Africa,Africa,0,0,COSAFA Cup,TRUE,Yes,Lose
6/7/2018,England,Costa Rica,Europe,North America,2,0,Friendly,FALSE,No,Win
6/7/2018,Uruguay,Uzbekistan,South America,Asia,3,0,Friendly,FALSE,No,Win
6/7/2018,Portugal,Algeria,Europe,Africa,3,0,Friendly,FALSE,No,Win
6/7/2018,Korea Republic,Bolivia,Asia,South America,0,0,Friendly,TRUE,No,Draw
6/7/2018,Iceland,Ghana,Europe,Africa,2,2,Friendly,FALSE,No,Draw
6/7/2018,India,New Zealand,Asia,Oceania,1,2,Intercontinental Cup,FALSE,No,Lose
6/8/2018,Germany,Saudi Arabia,Europe,Asia,2,1,Friendly,FALSE,No,Win
6/8/2018,Croatia,Senegal,Europe,Africa,2,1,Friendly,FALSE,No,Win
6/8/2018,Switzerland,Japan,Europe,Asia,2,0,Friendly,FALSE,No,Win
6/8/2018,Lithuania,IR Iran,Europe,Asia,0,1,Friendly,TRUE,No,Lose
6/8/2018,Poland,Chile,Europe,South America,2,2,Friendly,FALSE,No,Draw
6/8/2018,Chinese Taipei,Kenya,Asia,Africa,0,4,Intercontinental Cup,TRUE,No,Lose
6/8/2018,South Africa,Botswana,Africa,Africa,3,0,COSAFA Cup,FALSE,No,Win
6/8/2018,Madagascar,Lesotho,Africa,Africa,0,1,COSAFA Cup,TRUE,No,Lose
6/9/2018,Zambia,Zimbabwe,Africa,Africa,2,4,COSAFA Cup,TRUE,No,Lose
6/9/2018,Serbia,Bolivia,Europe,South America,5,1,Friendly,TRUE,No,Win
6/9/2018,Denmark,Mexico,Europe,North America,2,0,Friendly,FALSE,No,Win
6/9/2018,Sweden,Peru,Europe,South America,0,0,Friendly,FALSE,No,Draw
6/9/2018,Hungary,Australia,Europe,Oceania,1,2,Friendly,FALSE,No,Lose
6/9/2018,Estonia,Morocco,Europe,Africa,1,3,Friendly,FALSE,No,Lose
6/9/2018,Latvia,Azerbaijan,Europe,Europe,1,3,Friendly,FALSE,No,Lose
6/9/2018,Finland,Belarus,Europe,Europe,2,0,Friendly,FALSE,No,Win
6/9/2018,Tunisia,Spain,Africa,Europe,0,1,Friendly,TRUE,No,Lose
6/9/2018,France,USA,Europe,North America,1,1,Friendly,FALSE,No,Draw
6/10/2018,Austria,Brazil,Europe,South America,0,3,Friendly,FALSE,No,Lose
6/10/2018,India,Kenya,Asia,Africa,2,0,Intercontinental Cup,FALSE,No,Win
6/11/2018,Korea Republic,Senegal,Asia,Africa,0,2,Friendly,TRUE,No,Lose
6/11/2018,Belgium,Costa Rica,Europe,North America,4,1,Friendly,FALSE,No,Win
6/12/2018,Japan,Paraguay,Asia,South America,4,2,Friendly,TRUE,No,Win
6/12/2018,Poland,Lithuania,Europe,Europe,4,0,Friendly,FALSE,No,Win
6/14/2018,Russia,Saudi Arabia,Europe,Asia,5,0,FIFA World Cup,FALSE,No,Win
6/15/2018,Egypt,Uruguay,Africa,South America,0,1,FIFA World Cup,TRUE,No,Lose
6/15/2018,Morocco,IR Iran,Africa,Asia,0,1,FIFA World Cup,TRUE,No,Lose
6/15/2018,Portugal,Spain,Europe,Europe,3,3,FIFA World Cup,TRUE,No,Draw
6/16/2018,France,Australia,Europe,Oceania,2,1,FIFA World Cup,TRUE,No,Win
6/16/2018,Argentina,Iceland,South America,Europe,1,1,FIFA World Cup,TRUE,No,Draw
6/16/2018,Peru,Denmark,South America,Europe,0,1,FIFA World Cup,TRUE,No,Lose
6/16/2018,Croatia,Nigeria,Europe,Africa,2,0,FIFA World Cup,TRUE,No,Win
6/17/2018,Costa Rica,Serbia,North America,Europe,0,1,FIFA World Cup,TRUE,No,Lose
6/17/2018,Germany,Mexico,Europe,North America,0,1,FIFA World Cup,TRUE,No,Lose
6/17/2018,Brazil,Switzerland,South America,Europe,1,1,FIFA World Cup,TRUE,No,Draw
6/18/2018,Sweden,Korea Republic,Europe,Asia,1,0,FIFA World Cup,TRUE,No,Win
6/18/2018,Belgium,Panama,Europe,North America,3,0,FIFA World Cup,TRUE,No,Win
6/18/2018,Tunisia,England,Africa,Europe,1,2,FIFA World Cup,TRUE,No,Lose
6/19/2018,Colombia,Japan,South America,Asia,1,2,FIFA World Cup,TRUE,No,Lose
6/19/2018,Poland,Senegal,Europe,Africa,1,2,FIFA World Cup,TRUE,No,Lose
6/19/2018,Russia,Egypt,Europe,Africa,3,1,FIFA World Cup,FALSE,No,Win
6/20/2018,Portugal,Morocco,Europe,Africa,1,0,FIFA World Cup,TRUE,No,Win
6/20/2018,Uruguay,Saudi Arabia,South America,Asia,1,0,FIFA World Cup,TRUE,No,Win
6/20/2018,IR Iran,Spain,Asia,Europe,0,1,FIFA World Cup,TRUE,No,Lose
6/21/2018,Denmark,Australia,Europe,Oceania,1,1,FIFA World Cup,TRUE,No,Draw
6/21/2018,France,Peru,Europe,South America,1,0,FIFA World Cup,TRUE,No,Win
6/21/2018,Argentina,Croatia,South America,Europe,0,3,FIFA World Cup,TRUE,No,Lose
6/22/2018,Brazil,Costa Rica,South America,North America,2,0,FIFA World Cup,TRUE,No,Win
6/22/2018,Nigeria,Iceland,Africa,Europe,2,0,FIFA World Cup,TRUE,No,Win
6/22/2018,Serbia,Switzerland,Europe,Europe,1,2,FIFA World Cup,TRUE,No,Lose
6/23/2018,Belgium,Tunisia,Europe,Africa,5,2,FIFA World Cup,TRUE,No,Win
6/23/2018,Korea Republic,Mexico,Asia,North America,1,2,FIFA World Cup,TRUE,No,Lose
6/23/2018,Germany,Sweden,Europe,Europe,2,1,FIFA World Cup,TRUE,No,Win
6/24/2018,England,Panama,Europe,North America,6,1,FIFA World Cup,TRUE,No,Win
6/24/2018,Japan,Senegal,Asia,Africa,2,2,FIFA World Cup,TRUE,No,Draw
6/24/2018,Poland,Colombia,Europe,South America,0,3,FIFA World Cup,TRUE,No,Lose
6/25/2018,Russia,Uruguay,Europe,South America,0,3,FIFA World Cup,FALSE,No,Lose
6/25/2018,Saudi Arabia,Egypt,Asia,Africa,2,1,FIFA World Cup,TRUE,No,Win
6/25/2018,Spain,Morocco,Europe,Africa,2,2,FIFA World Cup,TRUE,No,Draw
6/25/2018,IR Iran,Portugal,Asia,Europe,1,1,FIFA World Cup,TRUE,No,Draw
6/26/2018,Australia,Peru,Oceania,South America,0,2,FIFA World Cup,TRUE,No,Lose
6/26/2018,Denmark,France,Europe,Europe,0,0,FIFA World Cup,TRUE,No,Draw
6/26/2018,Nigeria,Argentina,Africa,South America,1,2,FIFA World Cup,TRUE,No,Lose
6/26/2018,Iceland,Croatia,Europe,Europe,1,2,FIFA World Cup,TRUE,No,Lose
6/27/2018,Korea Republic,Germany,Asia,Europe,2,0,FIFA World Cup,TRUE,No,Win
6/27/2018,Mexico,Sweden,North America,Europe,0,3,FIFA World Cup,TRUE,No,Lose
6/27/2018,Serbia,Brazil,Europe,South America,0,2,FIFA World Cup,TRUE,No,Lose
6/27/2018,Switzerland,Costa Rica,Europe,North America,2,2,FIFA World Cup,TRUE,No,Draw
6/28/2018,Japan,Poland,Asia,Europe,0,1,FIFA World Cup,TRUE,No,Lose
6/28/2018,Senegal,Colombia,Africa,South America,0,1,FIFA World Cup,TRUE,No,Lose
6/28/2018,Panama,Tunisia,North America,Africa,1,2,FIFA World Cup,TRUE,No,Lose
6/28/2018,England,Belgium,Europe,Europe,0,1,FIFA World Cup,TRUE,No,Lose
6/30/2018,France,Argentina,Europe,South America,4,3,FIFA World Cup,TRUE,No,Win
6/30/2018,Uruguay,Portugal,South America,Europe,2,1,FIFA World Cup,TRUE,No,Win
7/1/2018,Russia,Spain,Europe,Europe,1,1,FIFA World Cup,FALSE,Yes,Win
7/1/2018,Croatia,Denmark,Europe,Europe,1,1,FIFA World Cup,TRUE,Yes,Win
7/2/2018,Brazil,Mexico,South America,North America,2,0,FIFA World Cup,TRUE,No,Win
7/2/2018,Belgium,Japan,Europe,Asia,3,2,FIFA World Cup,TRUE,No,Win
7/3/2018,Sweden,Switzerland,Europe,Europe,1,0,FIFA World Cup,TRUE,No,Win
7/3/2018,Colombia,England,South America,Europe,1,1,FIFA World Cup,TRUE,Yes,Lose
7/5/2018,Malaysia,Fiji,Asia,Oceania,1,0,Friendly,FALSE,No,Win
7/6/2018,Uruguay,France,South America,Europe,0,2,FIFA World Cup,TRUE,No,Lose
7/6/2018,Brazil,Belgium,South America,Europe,1,2,FIFA World Cup,TRUE,No,Lose
7/7/2018,Sweden,England,Europe,Europe,0,2,FIFA World Cup,TRUE,No,Lose
7/7/2018,Russia,Croatia,Europe,Europe,2,2,FIFA World Cup,FALSE,Yes,Lose
7/10/2018,France,Belgium,Europe,Europe,1,0,FIFA World Cup,TRUE,No,Win
7/11/2018,Croatia,England,Europe,Europe,2,1,FIFA World Cup,TRUE,No,Win
7/14/2018,Belgium,England,Europe,Europe,2,0,FIFA World Cup,TRUE,No,Win
7/15/2018,France,Croatia,Europe,Europe,4,2,FIFA World Cup,TRUE,No,Win
7/22/2018,Liberia,Sierra Leone,Africa,Africa,0,0,Friendly,FALSE,No,Draw
8/4/2018,Belize,Barbados,North America,North America,1,0,Friendly,FALSE,No,Win
8/4/2018,Palestine,Iraq,Asia,Asia,0,3,Friendly,FALSE,No,Lose
8/15/2018,Guatemala,Cuba,North America,North America,3,0,Friendly,FALSE,No,Win
8/18/2018,Andorra,United Arab Emirates,Europe,Asia,0,0,Friendly,TRUE,No,Draw
8/18/2018,Grenada,Jamaica,North America,North America,1,5,Friendly,FALSE,No,Lose
8/18/2018,Guatemala,Cuba,North America,North America,1,0,Friendly,FALSE,No,Win
8/20/2018,Barbados,Jamaica,North America,North America,2,2,Friendly,FALSE,No,Draw
8/26/2018,Barbados,Cuba,North America,North America,0,0,Friendly,FALSE,No,Draw
8/29/2018,Bangladesh,Sri Lanka,Asia,Asia,0,1,Friendly,FALSE,No,Lose
8/29/2018,Barbados,Cuba,North America,North America,0,2,Friendly,FALSE,No,Lose
8/29/2018,Macau,Solomon Islands,Asia,Oceania,1,4,Friendly,FALSE,No,Lose
9/1/2018,Timor-Leste,Brunei Darussalam,Asia,Asia,3,1,AFF Championship qualification,TRUE,No,Win
9/2/2018,Ethiopia,Burundi,Africa,Africa,1,1,Friendly,FALSE,No,Draw
9/2/2018,Mongolia,Macau,Asia,Asia,4,1,EAFF Championship,FALSE,No,Win
9/4/2018,Macau,Guam,Asia,Asia,2,0,EAFF Championship,TRUE,No,Win
